23,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,12.0,,,,,1.0,,,,,,,,,,
26,,1.0,,,,,,12.0,7.0,2.0,,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,,,9.0,,,,,,,,,,
27,,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,12.0,,,,,,,,,,
28,198.0,5.0,,60.0,,,143.0,156.0,123.0,2.0,,16.0,,,462.0,,,,,,566.0,4424.0,,,1286.0,98.0,,,59.0,,,,,76.0,81.0,,,,,430.0,,,,,,,,,,1.0
30,,1.0,,,,,25.0,25.0,,,9.0,,,,63.0,,,,,151.0,2.0,,,,,,,,,,,,2.0,57.0,73.0,,2.0,,,68.0,,,12.0,,,,,,,
33,,263.0,,,,,,4.0,,18.0,,,,,84.0,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,
34,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,15.0,,,,,,,,,85.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,
40,73.0,35.0,,,,,,,85.0,344.0,,15.0,,,,,76.0,,,,,6.0,,,,232.0,,,,,,,,,3.0,,,,,31.0,,,,689.0,,,,,,
41,,,,,,,,,,,,,167.0,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,2.0,77.0,29.0,,,2.0,,,,,,,,,,,,,67.0,,,,,,,,95.0,,,,,,4.0,,,,,,,,,,1.0
46,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
49,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
53,,40.0,,,,,,,11.0,3.0,,370.0,54.0,,105.0,,,15.0,,,,,,,,,,,,,,116.0,,,32.0,,,,,2.0,,,,145.0,,455.0,,,,69.0
54,,,,,,,,,,5.0,,10.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,11.0,173.0,,,,,21.0,,,,,,,5.0,,,,483.0,,,,,,,,,3.0,,,,,3.0,,,470.0,,,,,,74.0,
58,,,,,17.0,,,,3.0,42.0,35.0,,,,420.0,,,12.0,,,,88.0,4.0,,290.0,359.0,,,,,,,,,60.0,,,,,49.0,,,,4.0,,,,,,
59,22.0,6.0,,,72.0,,,5.0,,78.0,12.0,,815.0,,,,,,,,8.0,33.0,,,123.0,2647.0,,,201.0,,5.0,,33.0,,43.0,,,,,19.0,,,156.0,,,,2.0,,98.0,
61,17.0,1.0,,,,,,1.0,38.0,206.0,,,,,,,,284.0,,,,435.0,,,,153.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
63,,,,,,,,3.0,,19.0,,,,,,,,,,,1.0,,,,32.0,,,,8.0,,,,,,3.0,,,,,,,,,,,,,,,
67,,4.0,,,,,,,,,,11.0,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,1.0,,,,,,2.0,,,,7.0,,,,,,,,,,,,,,509.0,,,252.0,,,,,,29.0,,,,,47.0,,,,,,,,,90.0,
71,,,,,804.0,,,2.0,232.0,413.0,51.0,,1527.0,,21.0,,,305.0,,,,2.0,,,309.0,32.0,2.0,,,,,,,,22.0,,,,,10.0,,,168.0,2843.0,,,,,,
74,,,,,,,,,,,,8.0,,,,,,,367.0,,,,,,,131.0,,,6.0,,,,,,2.0,,,,,,,,,,,,,,,
75,,,,,61.0,,,5.0,33.0,505.0,,,,,,,,174.0,,,,1.0,13.0,,,,,,,,,,,,38.0,,,,,9.0,,,,,,,,,,
76,336.0,3.0,,,,,,,6.0,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
78,,34.0,,,104.0,,,1.0,,12.0,,,227.0,70.0,,12740.0,,,,753.0,,,,3.0,,,,,,,,,95.0,,13.0,,,,,2.0,,,,291.0,,,4.0,1.0,,
81,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,189.0,,,639.0,,36.0,,7.0,349.0,,,30.0,,,,12022.0,333.0,,81.0,,,,,5.0,35.0,,,201.0,,,,,,223.0,,36083.0,,,,,,,12.0,,,,,,
83,15.0,1241.0,,,1.0,,18.0,118.0,,,,,,,651.0,,,,,220.0,4.0,,,,,,,,,,,,,74.0,29.0,,,,,1226.0,1.0,,,64.0,,,1.0,,,
85,,3.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
88,,700.0,,,,,,173.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,2.0,,,,,,,,,,
90,,,,,,,,,,,,9.0,,,,,,,,,1200.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
91,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,
92,,63.0,,,,,,2.0,,155.0,,,,,549.0,,,137.0,,,,45.0,1.0,,,104.0,,,,,,,,,,,,,,2.0,,,,60.0,,,,,,
93,,,,,,,,2.0,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,2.0,,,,,,,,,,
94,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
99,,,,,,,,,23.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,1.0,,,,,,,335.0,,,,,,,2.0,,,,,,,42.0,,,,,79.0,12.0,,,,,10.0,,,,,,,,,,
101,,20.0,,46.0,,,,3.0,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,226.0,,,,,,
102,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
107,,49.0,,,,,,27.0,279.0,57.0,,,2.0,,42.0,,,,,85.0,1.0,164.0,4.0,,,489.0,,,44.0,,,,,,51.0,,,,,6.0,,,,4.0,,,,,,
111,,,,,,,,155.0,12.0,120.0,,27.0,,,336.0,,,,,,,,20.0,,,,6.0,,,,,,,,23.0,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,61.0,,,,37.0,,,,,,,,,5.0,,,,,,,,,4.0,,,,,,,,,,
118,,,,,,,,,6.0,421.0,,2.0,37.0,,42.0,,,,,,,,,,,1434.0,,,139.0,,,,,,2.0,,,,,6.0,,,78.0,66.0,,,,,,14.0
121,,171.0,,,19.0,,2576.0,41.0,66.0,57.0,19.0,410.0,260.0,,84.0,,,,,,,188.0,,147.0,1465.0,,,,175.0,,69.0,,,37.0,234.0,,140.0,,,223.0,,,2170.0,2.0,,,,1.0,,
122,,37.0,,,,,,8.0,24.0,,,,,,378.0,,,,,46.0,,,,,323.0,,,,,,,,,,51.0,,,,,61.0,,,,,,,,,,
125,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
135,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,498.0,,,,,,,,4.0,,,,,3.0,,,,,,,,,,
137,,41.0,,,,,38.0,,28.0,,,156.0,,,,,,,,,,,,,,643.0,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,
141,,340.0,,,,,,3.0,,,,,23.0,,63.0,,,,,,,,2.0,,,,,,,,,,,,167.0,,,,,2.0,,,,273.0,,,,,,
142,,3.0,,,,,,129.0,,,,,,,21.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,
143,,,,,46.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
144,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,102.0,,,,,252.0,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,2.0,8.0,,,,,,,,,,,,1.0,187.0,30.0,,,,,,,,,,,,5.0,,,,,2.0,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,39.0,,150.0,,,3.0,,108.0,,291.0,410.0,,39.0,5.0,114.0,109.0,,,,,,35.0,,,,,,550.0,,,,,26.0,,,,9.0,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,
176,,67.0,7.0,,,,45.0,,41.0,2.0,,,8.0,,231.0,,,,,,,,,,,,,,,,,,,,68.0,,,,,10.0,,,,52.0,,,,,,
179,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,28.0,,,,,,9.0,2.0,,,,,,,,,,,,,,,,,,,,28.0,,,,,,93.0,,4736.0,,,5.0,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11838.0,
185,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,4.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,16.0,3.0,,,942.0,,,198.0,5.0,,,,56.0,11.0,1328.0,,,23.0,,134.0,766.0,170.0,,1.0,3826.0,1.0,,,2.0,,3.0,,25.0,,22.0,,78.0,,,1407.0,,,1475.0,1000.0,,,,1234.0,121.0,155.0
191,3.0,,,,,19.0,,9.0,,,,,,,,,,,,6.0,,13.0,,,,,,,3.0,,,,,,80.0,,,,,38.0,,,,1.0,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,15.0,1.0,,,,,18.0,5.0,,2.0,,2255.0,188.0,,,,,2.0,,,1.0,,,,,,,,69.0,,,,,88.0,3.0,,,,,34.0,,,,,,,,,,
203,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,2.0,,,,,3.0,,,,,,,,,,
207,1.0,,,,,,,,,10.0,,,,,21.0,,,,,,,,,,,49.0,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,
212,,,,59.0,,,,7.0,,,,6.0,,,,,,,,,,4.0,,,,,,,,,,,63.0,,,,,,,1.0,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
216,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,43.0,,,1.0,,,,12.0,,,,,,633.0,,,,,,,,,,,,,,,,,,,,27.0,,,,,6.0,,,,,,,,,,
219,,121.0,,,,,,4.0,,,,,,,42.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
221,,,,,,,45.0,6.0,39.0,,,,,,21.0,,,51.0,,,,,,,563.0,139.0,,,,,,,,,,,,,,320.0,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,37.0,22.0,10.0,,,6.0,,336.0,,,135.0,,127.0,37.0,39.0,,,346.0,,,,,,,,,,290.0,,82.0,,,31.0,,,,312.0,,,,,,
224,19.0,20.0,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
227,,,,,,,,154.0,,,1.0,2.0,,,,,,,,,,,7.0,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,
228,,,,,23.0,,,62.0,109.0,480.0,,,,,1918.0,,,751.0,,35.0,,,12.0,,1934.0,,1.0,,,,,,,,604.0,,,,,65.0,,,,4.0,,,,,,
230,,,,,,,,25.0,106.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
231,,2.0,,,,,21.0,94.0,476.0,85.0,13.0,,174.0,,723.0,,,153.0,1.0,44.0,16.0,,,2.0,16.0,248.0,,,188.0,,6.0,,31.0,,35.0,,256.0,,,53.0,,,1558.0,1.0,,,,631.0,,
232,,45.0,,,,,51.0,171.0,18.0,,,,,,446.0,,,,,,,,,,58.0,,,,,,,,,,,,,,,74.0,,,,3.0,,,,391.0,,
233,,31.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,
234,,2.0,,,61.0,,29.0,5.0,871.0,272.0,,,11.0,,5396.0,,,,,91.0,4.0,23.0,1.0,1.0,1531.0,494.0,,,,,,,,,185.0,,,,,1793.0,,3731.0,,83.0,14863.0,,,,,
236,,93.0,,,,,,6.0,86.0,,,,,,21.0,,,,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
237,,,,,,,,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,
238,,29.0,,,,,17.0,4.0,,,,2.0,,,,,,,,,14.0,13.0,,,,,,,60.0,,,,,,4.0,,,,,54.0,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
240,,,,,,,,,20.0,,,,,,168.0,,,,,,,158.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,84.0,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,6.0,,,51.0,,,143.0,,458.0,,10.0,5.0,,336.0,,,177.0,,,,1.0,,,19.0,129.0,,,,,,,,,588.0,,,,,2.0,,,16.0,9.0,,,,,,
244,10.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,3.0,,,,,,,63.0,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,4.0,
248,,,,,,,,,,12.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,114.0,,135.0,2.0,,1192.0,93.0,,100.0,9.0,12.0,31.0,35.0,525.0,,,,1.0,4.0,,30.0,,5.0,50.0,617.0,,,,,,61.0,159.0,,8.0,,10.0,,,48.0,,,44.0,38.0,,,,,,
251,75.0,3.0,,,,,91.0,6.0,,,,,,,21.0,,43.0,,,,,,,,,,,,,,,,,63.0,6.0,,,,,27.0,,,,72.0,,,,,,
253,,9.0,,68.0,,,,,14.0,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
275,,,,5.0,,,92.0,,,,,,2.0,25.0,,,,,,,,,,,,,,,38.0,,,,56.0,82.0,,,,,,9.0,,,,,,16.0,,,,
276,13.0,764.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,222.0,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,
281,,11.0,,,,,,,19.0,,,,,,,,16.0,,,,,8.0,,,,,,,239.0,,,,,,,,,,,157.0,,,,,,,,,,
285,,3.0,,,10.0,,29.0,9.0,23.0,,,13.0,40.0,,,,,,709.0,,,,,,,292.0,,,26.0,,,,,,,,,,,10.0,,1.0,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9333.0,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,18.0,,132.0,,,,,,,,,,,,,
296,,343.0,,,32.0,,6.0,8.0,25.0,105.0,,,1.0,,257.0,,,33.0,,,,6.0,,,39.0,36.0,,,,,,,,,706.0,,,,,152.0,1.0,1.0,,1.0,,,,,,
297,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,
300,,,,,95.0,,,11.0,20.0,125.0,,,651.0,,231.0,,,,,,,,5.0,164.0,24.0,,,,,,,,,,48.0,,,,29.0,2.0,,,,55.0,,,,,,
302,,,,,6.0,,,2.0,205.0,56.0,,,,,,,,254.0,,,19.0,22.0,2.0,,,,,,,,,,,,34.0,,,,,6.0,,,,,,,,,,
304,,209.0,,2.0,,,,8.0,,,,456.0,,,126.0,,216.0,,694.0,,,,,,,,,,,,,,,,,,4449.0,,,3.0,,,,,,,,,,1269.0
309,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,302.0,989.0,,,45.0,,85.0,38.0,36.0,6.0,1.0,83.0,3.0,31.0,126.0,,,,,288.0,78.0,5.0,,,,,,,10.0,,34.0,,,,206.0,,4.0,,,180.0,,,,1147.0,,,,155.0,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,68.0,,,,,,,,,,,,,
316,,5.0,,,,,,35.0,,,,,58.0,,,,,115.0,,126.0,,1.0,1.0,,,,,,2.0,,,,,,5.0,,,,,,,,9229.0,1.0,,,,,,
321,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,40.0,
331,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,,
335,,220.0,,,,,,35.0,124.0,21.0,,10.0,,,21.0,,,,,,45.0,5.0,,,,,,,,,,,,,4.0,,,,,90.0,,,,1.0,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
341,2.0,17.0,,,,,,4.0,,1026.0,7.0,,,,,,3.0,,,,,31.0,,,34.0,,,,,,,,,,53.0,,,,,26.0,,,,,,,,,,
342,,,,,,,,12.0,2.0,,,,2.0,,,,,,,,6.0,,,,,,,,,,,,,,394.0,,,,,5.0,,,,,,,,,,
344,,65.0,,,27.0,,53.0,,1.0,,,,14.0,,,,49.0,,2.0,160.0,,,1.0,,,,,,70.0,,,,,,157.0,,460.0,,,30.0,,,,12.0,,,,,,
345,,,,,,,,4.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,
352,,831.0,,,7.0,,380.0,170.0,188.0,16.0,195.0,,196.0,,1795.0,,,427.0,,,,155.0,2.0,,322.0,1091.0,,,69.0,,37.0,,,,289.0,,,,,246.0,451.0,,902.0,,,,,,,
357,,968.0,,,,,,25.0,,,,,,,,,,,3.0,,,,,,,34.0,,,,,,,,,158.0,,,,,3.0,,,,,,,,,3.0,
358,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,113.0,,,22.0,,44.0,,,12.0,,,,,13.0,,,,,,,,,,,,,,,,,333.0,,,,,2.0,,,,693.0,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
374,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,15.0,,,1.0,,28.0,,,2.0,,,,,,,81.0,,,,,,,,,88.0,,,,,,,,,,,30.0,,,,53.0,,,,,,
378,,543.0,,,,,,2.0,42.0,9.0,,,39.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,11.0
384,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,
386,,,,41.0,,,48.0,45.0,,,,,,39.0,21.0,,,,,42.0,,,1.0,,,,,,31.0,,,,24.0,,,,,,,17.0,,,,,,,3.0,,,
387,56.0,226.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,,,,,,,,,,
388,,,,,5.0,,,27.0,115.0,62.0,,,,,84.0,,,,,35.0,25.0,,,,,1982.0,,,,,,,,,57.0,,,,,32.0,,,,510.0,,,5.0,,,
391,,47.0,,,,,,10.0,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,77.0,,,,,111.0,,,,,,,,,,
393,5.0,28.0,12.0,1.0,,,22.0,,43.0,,,64.0,1.0,7.0,,,,,,,,,8.0,,,,,,,,,,,,8.0,,,,,,,,,,,2699.0,1.0,,,
394,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,
399,,,,,,,,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
405,15.0,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
407,382.0,30.0,,,,,,56.0,,,,,,,,,,,184.0,39.0,6.0,,,,,,,,,,,,,,28.0,,6.0,,,20.0,,,,,31.0,,,,,
410,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,
411,,688.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,174.0,,2.0,,,6.0,,,,,,,,,,
413,,,,,,,,2.0,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,3.0,9.0,188.0,,,146.0,,,,,,,,,,,,,,,1079.0,,,,,,,62.0,,,,,,,,,,,,,,,
417,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
418,,2.0,,,,,,2.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,
420,,,,,,,,166.0,68.0,104.0,44.0,,203.0,,423.0,,,483.0,,,,,23.0,,,,,,,,,,,,34.0,,,,,,,,,1.0,,,,,,1.0
421,12.0,,,,1.0,,26.0,,,,,,49.0,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,2317.0,,,,,,16.0,29.0,144.0,,,,,105.0,,,,,74.0,,,,165.0,,,,,1.0,,,,,,213.0,,4.0,,,108.0,,,,1.0,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,93.0,,,3.0,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,435.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
